symbol,timestamp,open,high,low,close,volume,vwap
XBTUSD,2017-12-10T01:00:00.000Z,14454.0,14590.0,14449.0,14449.0,6306688,14515.8949
XBTUSD,2017-12-10T01:05:00.000Z,14449.0,14466.0,14179.5,14192.5,10747808,14306.1516
XBTUSD,2017-12-10T01:10:00.000Z,14192.5,14298.0,14150.0,14240.5,7985453,14234.8754
XBTUSD,2017-12-10T01:15:00.000Z,14240.5,14392.0,14240.5,14308.0,6659324,14310.2461
XBTUSD,2017-12-10T01:20:00.000Z,14308.0,14308.5,13856.0,14060.5,21533095,14088.4756
XBTUSD,2017-12-10T01:25:00.000Z,14060.5,14153.5,13950.0,14023.0,9301179,14046.9167
XBTUSD,2017-12-10T01:30:00.000Z,14023.0,14270.0,14022.5,14197.5,14440130,14178.3638
XBTUSD,2017-12-10T01:35:00.000Z,14197.5,14198.0,14003.0,14123.0,7056674,14092.4464
XBTUSD,2017-12-10T01:40:00.000Z,14123.0,14136.5,13968.5,13980.0,4020455,14056.7894
XBTUSD,2017-12-10T01:45:00.000Z,13980.0,14140.0,13980.0,14070.0,8109216,14084.507
XBTUSD,2017-12-10T01:50:00.000Z,14070.0,14095.0,13946.0,13977.5,6758873,14019.3467
XBTUSD,2017-12-10T01:55:00.000Z,13977.5,13990.0,13809.0,13876.0,13485673,13904.3382
XBTUSD,2017-12-10T02:00:00.000Z,13876.0,14129.0,13677.5,14113.5,19882754,13861.9351
XBTUSD,2017-12-10T02:05:00.000Z,14113.5,14249.5,14040.0,14060.0,14552640,14138.2723
XBTUSD,2017-12-10T02:10:00.000Z,14060.0,14200.0,14050.0,14166.0,9194028,14152.2785
XBTUSD,2017-12-10T02:15:00.000Z,14166.0,14300.0,14160.0,14292.0,6129488,14212.6208
XBTUSD,2017-12-10T02:20:00.000Z,14292.0,14309.5,14130.0,14179.5,7671397,14208.582
XBTUSD,2017-12-10T02:25:00.000Z,14179.5,14179.5,14043.0,14101.5,7778324,14102.3833
XBTUSD,2017-12-10T02:30:00.000Z,14101.5,14175.0,14070.0,14088.0,4705152,14110.3429
XBTUSD,2017-12-10T02:35:00.000Z,14088.0,14240.0,14080.0,14149.5,4503534,14168.3196
XBTUSD,2017-12-10T02:40:00.000Z,14149.5,14227.5,14100.0,14100.0,3973562,14158.2897
XBTUSD,2017-12-10T02:45:00.000Z,14100.0,14096.5,13825.0,13840.0,12301413,13952.8394
XBTUSD,2017-12-10T02:50:00.000Z,13840.0,14000.0,13744.5,13749.0,9309197,13879.2505
XBTUSD,2017-12-10T02:55:00.000Z,13749.0,13850.0,13700.5,13778.0,10092027,13768.4153
XBTUSD,2017-12-10T03:00:00.000Z,13778.0,13840.0,13606.5,13618.5,7434021,13723.0685
XBTUSD,2017-12-10T03:05:00.000Z,13618.5,13731.0,13543.0,13595.0,11016250,13627.6915
XBTUSD,2017-12-10T03:10:00.000Z,13595.0,13815.0,13515.0,13700.5,15440749,13642.5648
XBTUSD,2017-12-10T03:15:00.000Z,13700.5,13757.0,13524.5,13550.0,12161855,13625.8346
XBTUSD,2017-12-10T03:20:00.000Z,13550.0,13733.5,13500.0,13720.5,15263867,13585.1107
XBTUSD,2017-12-10T03:25:00.000Z,13720.5,13850.0,13605.0,13846.5,12465570,13730.6055
XBTUSD,2017-12-10T03:30:00.000Z,13846.5,13898.5,13625.0,13690.0,11603634,13757.0505
XBTUSD,2017-12-10T03:35:00.000Z,13690.0,13691.5,13357.0,13485.5,13055016,13495.2767
XBTUSD,2017-12-10T03:40:00.000Z,13485.5,13614.5,13318.5,13408.5,12557557,13448.0904
XBTUSD,2017-12-10T03:45:00.000Z,13408.5,13505.0,13310.0,13360.5,22819520,13426.4232
XBTUSD,2017-12-10T03:50:00.000Z,13360.5,13380.0,13265.0,13350.0,11826265,13313.8064
XBTUSD,2017-12-10T03:55:00.000Z,13350.0,13530.5,13329.5,13422.0,16107278,13451.7084
XBTUSD,2017-12-10T04:00:00.000Z,13422.0,13422.0,13221.5,13336.0,13080091,13292.5695
XBTUSD,2017-12-10T04:05:00.000Z,13336.0,13484.5,13230.0,13230.0,13185783,13336.8898
XBTUSD,2017-12-10T04:10:00.000Z,13230.0,13792.5,13218.0,13676.0,24988809,13533.6311
XBTUSD,2017-12-10T04:15:00.000Z,13676.0,13899.5,13600.0,13643.0,16277725,13706.1404
XBTUSD,2017-12-10T04:20:00.000Z,13643.0,13764.5,13622.5,13654.5,6136583,13681.7622
XBTUSD,2017-12-10T04:25:00.000Z,13654.5,13654.5,13370.5,13451.0,7902691,13504.3889
XBTUSD,2017-12-10T04:30:00.000Z,13451.0,13550.0,13333.0,13390.0,8482428,13437.2481
XBTUSD,2017-12-10T04:35:00.000Z,13390.0,13770.0,13311.0,13565.5,11969186,13590.6496
XBTUSD,2017-12-10T04:40:00.000Z,13565.5,13661.0,13548.0,13591.0,7429290,13607.2935
XBTUSD,2017-12-10T04:45:00.000Z,13591.0,13839.0,13548.5,13839.0,10425439,13713.6588
XBTUSD,2017-12-10T04:50:00.000Z,13839.0,14000.0,13815.5,13994.5,14006484,13900.4726
XBTUSD,2017-12-10T04:55:00.000Z,13994.5,14195.0,13801.0,13909.0,24208643,13972.3348
XBTUSD,2017-12-10T05:00:00.000Z,13909.0,14100.0,13907.5,14059.0,9144579,14007.5641
XBTUSD,2017-12-10T05:05:00.000Z,14059.0,14060.0,13850.0,13850.0,8757178,13954.7865
XBTUSD,2017-12-10T05:10:00.000Z,13850.0,13923.5,13701.0,13721.0,12023123,13835.0858
XBTUSD,2017-12-10T05:15:00.000Z,13721.0,13921.5,13700.0,13840.5,9074356,13821.7001
XBTUSD,2017-12-10T05:20:00.000Z,13840.5,13881.0,13709.0,13723.0,4772120,13798.8133
XBTUSD,2017-12-10T05:25:00.000Z,13723.0,13780.0,13630.5,13669.5,8451453,13696.7539
XBTUSD,2017-12-10T05:30:00.000Z,13669.5,13850.0,13635.5,13840.0,6078548,13730.6055
XBTUSD,2017-12-10T05:35:00.000Z,13840.0,13840.0,13650.0,13699.5,5027708,13711.7784
XBTUSD,2017-12-10T05:40:00.000Z,13699.5,13699.5,13544.0,13571.0,8071423,13610.9977
